game_pk,game_datetime,away_team,home_team,team,opponent,is_home,player_id,player_name,lineup_status,batting_order,expected_pa,opposing_starter_id,batter_hr_pa_long,batter_barrel_pa_long,batter_barrel_bbe_long,batter_hard_air_pa_long,batter_sweet_pa_long,batter_k_rate_long,batter_bb_rate_long,batter_xwoba_long,batter_ev90_long,batter_hr_pa_recent,batter_barrel_pa_recent,batter_barrel_bbe_recent,batter_hard_air_pa_recent,batter_sweet_pa_recent,batter_k_rate_recent,batter_bb_rate_recent,batter_xwoba_recent,batter_ev90_recent,batter_hand,pitcher_hr_bf,pitcher_barrel_bf,pitcher_hard_air_bf,pitcher_fly_rate,pitcher_k_rate,pitcher_bb_rate,pitcher_xwoba,pitcher_ev90,pitcher_outs,opposing_pitcher_hand,bvp_pa,bvp_hr,bvp_barrels,bvp_hr_shrunk,bvp_barrel_shrunk,bvp_reliability,same_hand,venue,temperature_f,humidity_pct,wind_speed_mph,precipitation_in,roof_control_factor,park_hr_factor,home_run_probability,fair_odds,point,over_odds,under_odds,over_book,under_book,over_no_vig_probability,under_no_vig_probability,line,market_edge,ev_per_unit,signal
824326,2026-08-02 00:10:00+00:00,KC,COL,KC,COL,0,670231,John Rave,confirmed,8.0,3.85,663372,0.038461538461538464,0.19230769230769232,0.1724137931034483,0.2692307692307692,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.39975293749999996,102.74000000000001,0.038461538461538464,0.19230769230769232,0.1724137931034483,0.2692307692307692,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.39975293749999996,102.74000000000001,L,0.04854368932038835,0.08414239482200647,0.19741100323624594,0.4830287206266319,0.17475728155339806,0.09385113268608414,0.356603107074806,101.526,13.866666666666667,R,0.0,0.0,0.0,0.03,0.06,0.0,0,Coors Field,93.0,14.0,10.3,0.0,0.0,1.293035534696614,0.19979969846802834,401,,,,,,,,0.5,,,HR WATCH
824000,2026-08-02 01:38:00+00:00,MIL,LAA,LAA,MIL,1,687263,Zach Neto,confirmed,1.0,4.75,688107,0.0449438202247191,0.08239700374531835,0.06811145510835913,0.20973782771535582,0.2247191011235955,0.31835205992509363,0.07865168539325842,0.29681732916666675,96.25433333333332,0.0,0.045454545454545456,0.033707865168539325,0.18181818181818182,0.16666666666666666,0.30303030303030304,0.07575757575757576,0.26075622666666665,95.82200000000002,R,0.045454545454545456,0.045454545454545456,0.19421487603305784,0.5673352435530086,0.21487603305785125,0.05785123966942149,0.30132970618421306,100.15363636363637,15.636363636363637,L,0.0,0.0,0.0,0.03,0.06,0.0,0,Angel Stadium,78.7,64.0,5.6,0.0,0.0,0.7451391216895743,0.17598107383787495,468,,,,,,,,0.5,,,HR WATCH
824000,2026-08-02 01:38:00+00:00,MIL,LAA,MIL,LAA,0,641343,Jake Bauers,confirmed,6.0,4.15,608718,0.052,0.088,0.0830188679245283,0.224,0.204,0.276,0.152,0.3771324719444445,99.18983050847457,0.04918032786885246,0.09836065573770492,0.1,0.22950819672131148,0.18032786885245902,0.2786885245901639,0.18032786885245902,0.39181818000000007,100.69333333333334,L,0.05555555555555555,0.05555555555555555,0.2777777777777778,0.2916666666666667,0.16666666666666666,0.16666666666666666,0.4113126375,103.27,5.0,L,0.0,0.0,0.0,0.03,0.06,0.0,1,Angel Stadium,78.7,64.0,5.6,0.0,0.0,0.7451391216895743,0.1707664671460555,486,,,,,,,,0.5,,,HR WATCH
823920,2026-08-02 01:10:00+00:00,BOS,LAD,LAD,BOS,1,660271,Shohei Ohtani,confirmed,1.0,4.75,801139,0.06159420289855073,0.10869565217391304,0.09868421052631579,0.2717391304347826,0.2246376811594203,0.2210144927536232,0.13043478260869565,0.42800143388888884,101.33683333333333,0.05970149253731343,0.13432835820895522,0.1267605633802817,0.31343283582089554,0.2835820895522388,0.22388059701492538,0.05970149253731343,0.415751111111111,102.66666666666666,L,0.028735632183908046,0.04885057471264368,0.16091954022988506,0.6297786720321932,0.25287356321839083,0.06321839080459771,0.2691840865101565,99.664,16.466666666666665,L,0.0,0.0,0.0,0.03,0.06,0.0,1,UNIQLO Field at Dodger Stadium,72.0,55.0,7.0,0.0,0.0,0.988953025477707,0.22147952990261674,352,0.5,230.0,,BetRivers,,,,0.5,,-0.2691175513213647,PASS
824326,2026-08-02 00:10:00+00:00,KC,COL,KC,COL,0,695506,Jac Caglianone,confirmed,3.0,4.55,663372,0.05220883534136546,0.09236947791164658,0.06865671641791045,0.22088353413654618,0.21285140562248997,0.26907630522088355,0.060240963855421686,0.35734489888888893,101.16033333333333,0.05,0.08333333333333333,0.060240963855421686,0.16666666666666666,0.18333333333333332,0.18333333333333332,0.03333333333333333,0.3102952,101.20066666666666,L,0.04854368932038835,0.08414239482200647,0.19741100323624594,0.4830287206266319,0.17475728155339806,0.09385113268608414,0.356603107074806,101.526,13.866666666666667,R,0.0,0.0,0.0,0.03,0.06,0.0,0,Coors Field,93.0,14.0,10.3,0.0,0.0,1.293035534696614,0.20700680802333882,383,0.5,270.0,,BetRivers,,,,0.5,,-0.2340748103136463,PASS
824972,2026-08-02 01:40:00+00:00,DET,ATH,DET,ATH,0,682985,Riley Greene,confirmed,4.0,4.45,678022,0.04296875,0.1015625,0.07602339181286549,0.28125,0.23046875,0.26171875,0.1171875,0.3559834538888888,98.2635,0.031746031746031744,0.14285714285714285,0.09473684210526316,0.31746031746031744,0.23809523809523808,0.23809523809523808,0.1111111111111111,0.39884944222222213,97.60066666666667,L,0.047619047619047616,0.05357142857142857,0.16666666666666666,0.5526315789473685,0.26785714285714285,0.10714285714285714,0.3328960517330257,101.14625000000001,14.0,R,1.0,0.0,0.0,0.029268292682926828,0.058536585365853655,0.024390243902439025,0,Sutter Health Park,96.6,21.0,8.5,0.0,0.0,1.4313793789808915,0.1962160775278959,410,0.5,300.0,,BetRivers,,,,0.5,,-0.21513568988841636,PASS
824326,2026-08-02 00:10:00+00:00,KC,COL,KC,COL,0,695600,Carter Jensen,confirmed,1.0,4.75,663372,0.03435114503816794,0.05725190839694656,0.04424778761061947,0.1984732824427481,0.22137404580152673,0.2786259541984733,0.08015267175572519,0.2704582457142857,96.94316666666667,0.029411764705882353,0.07352941176470588,0.049019607843137254,0.16176470588235295,0.25,0.35294117647058826,0.10294117647058823,0.25063786,94.834,L,0.04854368932038835,0.08414239482200647,0.19741100323624594,0.4830287206266319,0.17475728155339806,0.09385113268608414,0.356603107074806,101.526,13.866666666666667,R,0.0,0.0,0.0,0.03,0.06,0.0,0,Coors Field,93.0,14.0,10.3,0.0,0.0,1.293035534696614,0.19054657873365177,425,0.5,300.0,,BetRivers,,,,0.5,,-0.2378136850653929,PASS
824326,2026-08-02 00:10:00+00:00,KC,COL,KC,COL,0,657041,Lane Thomas,confirmed,2.0,4.65,663372,0.0398406374501992,0.055776892430278883,0.045454545454545456,0.17928286852589642,0.199203187250996,0.24302788844621515,0.099601593625498,0.3160532666666667,96.64550000000001,0.046875,0.046875,0.03896103896103896,0.203125,0.140625,0.28125,0.078125,0.28558989333333334,97.86066666666667,R,0.04854368932038835,0.08414239482200647,0.19741100323624594,0.4830287206266319,0.17475728155339806,0.09385113268608414,0.356603107074806,101.526,13.866666666666667,R,0.0,0.0,0.0,0.03,0.06,0.0,1,Coors Field,93.0,14.0,10.3,0.0,0.0,1.293035534696614,0.18374486533925924,444,0.5,410.0,,BetRivers,,,,0.5,,-0.06290118676977796,PASS
824972,2026-08-02 01:40:00+00:00,DET,ATH,DET,ATH,0,679529,Spencer Torkelson,confirmed,6.0,4.15,678022,0.053061224489795916,0.07346938775510205,0.06143344709897611,0.20816326530612245,0.2612244897959184,0.30612244897959184,0.08571428571428572,0.30002254916666676,96.29883333333332,0.06451612903225806,0.06451612903225806,0.05333333333333334,0.16129032258064516,0.20967741935483872,0.24193548387096775,0.08064516129032258,0.2838728477777778,96.278,R,0.047619047619047616,0.05357142857142857,0.16666666666666666,0.5526315789473685,0.26785714285714285,0.10714285714285714,0.3328960517330257,101.14625000000001,14.0,R,1.0,0.0,0.0,0.029268292682926828,0.058536585365853655,0.024390243902439025,1,Sutter Health Park,96.6,21.0,8.5,0.0,0.0,1.4313793789808915,0.17468166077328143,472,0.5,290.0,,BetRivers,,,,0.5,,-0.31874152298420244,PASS
824326,2026-08-02 00:10:00+00:00,KC,COL,COL,KC,1,666160,Mickey Moniak,confirmed,5.0,4.3,679883,0.06827309236947791,0.08032128514056225,0.05934718100890208,0.24096385542168675,0.24899598393574296,0.2570281124497992,0.05220883534136546,0.2942745458333333,96.69149999999999,0.03333333333333333,0.016666666666666666,0.011494252873563218,0.18333333333333332,0.16666666666666666,0.26666666666666666,0.016666666666666666,0.22265037222222223,94.81333333333335,L,0.0273972602739726,0.0365296803652968,0.136986301369863,0.45098039215686275,0.1963470319634703,0.136986301369863,0.35288095712970446,100.14727272727272,12.909090909090908,R,0.0,0.0,0.0,0.03,0.06,0.0,0,Coors Field,93.0,14.0,10.3,0.0,0.0,1.293035534696614,0.17455850241210366,473,0.5,350.0,,BetRivers,,,,0.5,,-0.2144867391455335,PASS
