game_pk,game_datetime,away_team,home_team,team,opponent,is_home,player_id,player_name,lineup_status,batting_order,expected_pa,opposing_starter_id,batter_hr_pa_long,batter_barrel_pa_long,batter_barrel_bbe_long,batter_hard_air_pa_long,batter_sweet_pa_long,batter_k_rate_long,batter_bb_rate_long,batter_xwoba_long,batter_ev90_long,batter_hr_pa_recent,batter_barrel_pa_recent,batter_barrel_bbe_recent,batter_hard_air_pa_recent,batter_sweet_pa_recent,batter_k_rate_recent,batter_bb_rate_recent,batter_xwoba_recent,batter_ev90_recent,batter_hand,pitcher_hr_bf,pitcher_barrel_bf,pitcher_hard_air_bf,pitcher_fly_rate,pitcher_k_rate,pitcher_bb_rate,pitcher_xwoba,pitcher_ev90,pitcher_outs,opposing_pitcher_hand,bvp_pa,bvp_hr,bvp_barrels,bvp_hr_shrunk,bvp_barrel_shrunk,bvp_reliability,same_hand,venue,temperature_f,humidity_pct,wind_speed_mph,precipitation_in,roof_control_factor,park_hr_factor,home_run_probability,fair_odds,point,over_odds,under_odds,over_no_vig_probability,under_no_vig_probability,over_book,under_book,line,market_edge,ev_per_unit,signal
823665,2026-08-29 18:10:00+00:00,CWS,MIN,MIN,CWS,1,805805,Walker Jenkins,confirmed,9.0,3.7,607200,0.0,0.25,0.3333333333333333,0.5,0.25,0.25,0.25,0.48599424999999996,101.38,0.0,0.25,0.3333333333333333,0.5,0.25,0.25,0.25,0.48599424999999996,101.38,L,0.06172839506172839,0.07407407407407407,0.25925925925925924,0.5279503105590062,0.1728395061728395,0.07407407407407407,0.33213227765828335,102.68,14.166666666666666,R,0.0,0.0,0.0,0.03,0.06,0.0,0,Target Field,74.7,80.0,10.0,0.0,0.0,0.6864406779661018,0.25366883197889745,294,,,,,,,,0.5,,,HR WATCH
823665,2026-08-29 18:10:00+00:00,CWS,MIN,CWS,MIN,0,808959,Munetaka Murakami,confirmed,2.0,4.65,641927,0.05223880597014925,0.08955223880597014,0.0963855421686747,0.21641791044776118,0.16044776119402984,0.332089552238806,0.17164179104477612,0.3411785655952381,98.30916666666667,0.04285714285714286,0.07142857142857142,0.08333333333333333,0.17142857142857143,0.12857142857142856,0.34285714285714286,0.18571428571428572,0.3383301666666666,100.25800000000001,L,0.04610951008645533,0.08357348703170028,0.2478386167146974,0.5644171779141104,0.1440922190201729,0.05763688760806916,0.3402241744979239,102.362,16.4,R,0.0,0.0,0.0,0.03,0.06,0.0,0,Target Field,74.7,80.0,10.0,0.0,0.0,0.6864406779661018,0.1844248404951733,442,,,,,,,,0.5,,,HR WATCH
824637,2026-08-29 18:20:00+00:00,CIN,CHC,CHC,CIN,1,691718,Pete Crow-Armstrong,confirmed,1.0,4.75,671096,0.0636042402826855,0.07420494699646643,0.05614973262032086,0.23674911660777384,0.30742049469964666,0.2791519434628975,0.1625441696113074,0.3497906377777778,96.21116666666667,0.08571428571428572,0.07142857142857142,0.05263157894736842,0.2714285714285714,0.2857142857142857,0.24285714285714285,0.08571428571428572,0.2811039688888889,99.018,L,0.025069637883008356,0.055710306406685235,0.15877437325905291,0.5701943844492441,0.20055710306406685,0.11420612813370473,0.31963140852375427,101.38666666666668,16.4,L,5.0,0.0,0.0,0.026666666666666665,0.05333333333333333,0.1111111111111111,1,Wrigley Field,83.4,46.0,9.3,0.0,0.0,1.4451382694023194,0.17976905679011568,456,,,,,,,,0.5,,,HR WATCH
824637,2026-08-29 18:20:00+00:00,CIN,CHC,CIN,CHC,0,682829,Elly De La Cruz,confirmed,2.0,4.65,592332,0.033210332103321034,0.07749077490774908,0.07023411371237458,0.18450184501845018,0.1881918819188192,0.24354243542435425,0.12177121771217712,0.3550102419444446,100.56491525423729,0.014705882352941176,0.07352941176470588,0.06097560975609756,0.19117647058823528,0.17647058823529413,0.29411764705882354,0.07352941176470588,0.32583286,101.30785714285715,R,0.03389830508474576,0.0423728813559322,0.21468926553672316,0.5218340611353712,0.2344632768361582,0.08192090395480225,0.3149687976455244,101.57866666666665,16.0,R,0.0,0.0,0.0,0.03,0.06,0.0,1,Wrigley Field,83.4,46.0,9.3,0.0,0.0,1.4451382694023194,0.1712771280010348,484,,,,,,,,0.5,,,HR WATCH
824230,2026-08-29 17:10:00+00:00,LAD,DET,LAD,DET,0,660271,Shohei Ohtani,confirmed,1.0,4.75,672456,0.05947955390334572,0.09665427509293681,0.08496732026143791,0.21561338289962825,0.2379182156133829,0.2527881040892193,0.10408921933085502,0.36959143666666666,99.9965,0.058823529411764705,0.08823529411764706,0.06896551724137931,0.17647058823529413,0.20588235294117646,0.27941176470588236,0.11764705882352941,0.3883918166666667,100.51133333333334,L,0.03197674418604651,0.061046511627906974,0.19767441860465115,0.5299145299145299,0.13953488372093023,0.055232558139534885,0.29888427161495507,100.23133333333335,17.066666666666666,R,0.0,0.0,0.0,0.03,0.06,0.0,0,Comerica Park,81.2,36.0,9.0,0.0,0.0,0.8614157527417747,0.1543994127583815,548,,,,,,,,0.5,,,PASS
823539,2026-08-29 17:05:00+00:00,BOS,NYY,BOS,NYY,0,663330,Jahmai Jones,confirmed,1.0,4.75,607074,0.04054054054054054,0.08108108108108109,0.07692307692307693,0.22972972972972974,0.08108108108108109,0.2702702702702703,0.0945945945945946,0.38321095,97.98,0.05555555555555555,0.05555555555555555,0.05405405405405406,0.25,0.08333333333333333,0.3055555555555556,0.05555555555555555,0.3652976722222222,97.61538461538461,R,0.017467248908296942,0.039301310043668124,0.1572052401746725,0.5612903225806452,0.25327510917030566,0.13100436681222707,0.30806695662736244,100.03818181818183,14.636363636363637,L,2.0,0.0,0.0,0.02857142857142857,0.05714285714285714,0.047619047619047616,0,Yankee Stadium,77.3,39.0,5.7,0.0,0.0,1.1113801452784504,0.14649627376875898,583,,,,,,,,0.5,,,PASS
824637,2026-08-29 18:20:00+00:00,CIN,CHC,CIN,CHC,0,701398,Sal Stewart,confirmed,3.0,4.55,592332,0.057034220532319393,0.07604562737642585,0.05865102639296188,0.20912547528517111,0.2509505703422053,0.23574144486692014,0.060836501901140684,0.3090296725000001,96.92516666666667,0.045454545454545456,0.06060606060606061,0.044444444444444446,0.19696969696969696,0.3484848484848485,0.19696969696969696,0.06060606060606061,0.33930904,95.90333333333335,R,0.03389830508474576,0.0423728813559322,0.21468926553672316,0.5218340611353712,0.2344632768361582,0.08192090395480225,0.3149687976455244,101.57866666666665,16.0,R,0.0,0.0,0.0,0.03,0.06,0.0,1,Wrigley Field,83.4,46.0,9.3,0.0,0.0,1.4451382694023194,0.14601888046210917,585,,,,,,,,0.5,,,PASS
824637,2026-08-29 18:20:00+00:00,CIN,CHC,CIN,CHC,0,663886,Tyler Stephenson,confirmed,5.0,4.3,592332,0.037815126050420166,0.07563025210084033,0.06060606060606061,0.226890756302521,0.226890756302521,0.2689075630252101,0.10084033613445378,0.3420748158333333,95.15683333333332,0.03076923076923077,0.06153846153846154,0.047619047619047616,0.2,0.24615384615384617,0.36923076923076925,0.07692307692307693,0.2608529988888889,91.4626666666667,R,0.03389830508474576,0.0423728813559322,0.21468926553672316,0.5218340611353712,0.2344632768361582,0.08192090395480225,0.3149687976455244,101.57866666666665,16.0,R,0.0,0.0,0.0,0.03,0.06,0.0,1,Wrigley Field,83.4,46.0,9.3,0.0,0.0,1.4451382694023194,0.14416557852442252,594,,,,,,,,0.5,,,PASS
824637,2026-08-29 18:20:00+00:00,CIN,CHC,CIN,CHC,0,553993,Eugenio Suárez,confirmed,6.0,4.15,592332,0.05737704918032787,0.06557377049180328,0.05925925925925926,0.19262295081967212,0.1721311475409836,0.38524590163934425,0.11065573770491803,0.2756065383333333,95.39316666666667,0.03125,0.0,0.0,0.1875,0.09375,0.28125,0.15625,0.30305752666666663,93.77333333333334,R,0.03389830508474576,0.0423728813559322,0.21468926553672316,0.5218340611353712,0.2344632768361582,0.08192090395480225,0.3149687976455244,101.57866666666665,16.0,R,0.0,0.0,0.0,0.03,0.06,0.0,1,Wrigley Field,83.4,46.0,9.3,0.0,0.0,1.4451382694023194,0.1415349524277332,607,,,,,,,,0.5,,,PASS
823665,2026-08-29 18:10:00+00:00,CWS,MIN,CWS,MIN,0,678246,Miguel Vargas,confirmed,3.0,4.55,641927,0.04797047970479705,0.0959409594095941,0.07514450867052024,0.24723247232472326,0.24354243542435425,0.18450184501845018,0.14022140221402213,0.3809072650793651,97.90183333333333,0.05714285714285714,0.1,0.07692307692307693,0.21428571428571427,0.2714285714285714,0.12857142857142856,0.24285714285714285,0.4606829833333333,96.442,R,0.04610951008645533,0.08357348703170028,0.2478386167146974,0.5644171779141104,0.1440922190201729,0.05763688760806916,0.3402241744979239,102.362,16.4,R,0.0,0.0,0.0,0.03,0.06,0.0,1,Target Field,74.7,80.0,10.0,0.0,0.0,0.6864406779661018,0.13992037474864388,615,,,,,,,,0.5,,,PASS
