game_pk,game_datetime,away_team,home_team,team,opponent,is_home,player_id,player_name,player_type,lineup_status,batting_order,pitcher_k_per_start,pitcher_outs_per_start,pitcher_hits_allowed_per_start,pitcher_pitches_per_start,pitcher_bf_per_start,pitcher_k_rate,pitcher_whiff_rate,pitcher_called_strike_rate,pitcher_xwoba_allowed,pitcher_hits_allowed_rate,pitcher_walk_rate,pitcher_velocity,opponent_k_rate,opponent_hits_per_game,opponent_tb_per_game,opponent_pa_per_game,venue,temperature_f,humidity_pct,wind_speed_mph,precipitation_in,roof_control_factor,venue_roof_control_factor,park_hr_factor,market_key,market_label,projection,point,line,over_probability,under_probability,over_fair_odds,under_fair_odds,over_odds,under_odds,over_no_vig_probability,under_no_vig_probability,over_book,under_book,over_edge,under_edge,over_ev_per_unit,under_ev_per_unit,signal,confidence,batter_hits_per_game,batter_tb_per_game,batter_hr_per_game,batter_pa_per_game,batter_hit_rate,batter_tb_rate,batter_hr_rate,batter_k_rate,batter_bb_rate,batter_xwoba,batter_hard_hit_rate,batter_barrel_rate,opposing_pitcher_k_rate,opposing_pitcher_xwoba_allowed,opposing_pitcher_hits_allowed_rate,opposing_pitcher_outs_per_start,best_ev_per_unit,actual_batter_hits,actual_batter_total_bases,actual_batter_home_runs,actual_pitcher_strikeouts,actual_pitcher_outs,actual_pitcher_hits_allowed,actual,graded,projection_error,pick_side,pick_result,profit_units
823978,2026-09-18 01:38:00+00:00,MIN,LAA,MIN,LAA,0,805805,Walker Jenkins,batter,confirmed,8.0,,,,,,,,,,,,,,,,,Angel Stadium,71.7,64.0,6.6,0.0,0.0,0.0,1.0,batter_total_bases,Batter total bases,1.1729231094136092,,1.5,0.3221778221778222,0.6778221778221778,210,-210,,,,,,,,,,,UNDER LEAN,0.3556443556443556,0.2857142857142857,0.6428571428571429,0.0714285714285714,3.7857142857142856,0.0773809523809523,0.1726190476190476,0.0178571428571428,0.3047619047619047,0.1059523809523809,0.2389510083333333,0.2577380952380952,0.0416666666666666,0.2253150680269179,0.2902226975227819,0.1790775800878102,16.133333333333333,,3.0,6.0,1.0,,,,6.0,True,4.82707689058639,UNDER,LOSS,
822845,2026-09-18 00:05:00+00:00,BOS,TEX,TEX,BOS,1,670032,Nicky Lopez,batter,confirmed,7.0,,,,,,,,,,,,,,,,,Globe Life Field,96.4,32.0,6.9,0.0,0.5,0.5,1.0,batter_total_bases,Batter total bases,1.20006606399107,,1.5,0.3291708291708292,0.6708291708291708,204,-204,,,,,,,,,,,UNDER LEAN,0.3416583416583416,0.6666666666666666,0.6666666666666666,0.0,3.4,0.1777777777777777,0.1777777777777777,0.0,0.2444444444444444,0.0,0.2075564111111111,0.0962962962962963,0.0,0.2338391908681764,0.2927447970273039,0.2156324636179708,18.6,,0.0,0.0,0.0,,,,0.0,True,1.20006606399107,UNDER,WIN,
824548,2026-09-17 23:40:00+00:00,DET,CWS,DET,CWS,0,807726,John Peck,batter,confirmed,8.0,,,,,,,,,,,,,,,,,Rate Field,68.8,98.0,8.4,0.0,0.0,0.0,1.0,batter_total_bases,Batter total bases,1.2118225332376846,,1.5,0.3316683316683316,0.6683316683316683,202,-202,,,,,,,,,,,UNDER LEAN,0.3366633366633367,0.75,0.8333333333333334,0.0,4.166666666666667,0.1694444444444444,0.1833333333333333,0.0,0.2111111111111111,0.125,0.3127170902777778,0.2509920634920635,0.0654761904761904,0.1729698881627616,0.3277061094213857,0.2127559520498389,14.285714285714286,,1.0,1.0,0.0,,,,1.0,True,0.21182253323768463,UNDER,WIN,
824141,2026-09-17 23:15:00+00:00,KC,HOU,HOU,KC,1,666211,Taylor Trammell,batter,confirmed,7.0,,,,,,,,,,,,,,,,,Daikin Park,80.6,94.0,4.0,2.0,0.5,0.5,1.0,batter_total_bases,Batter total bases,1.2158075888520474,,1.5,0.3331668331668331,0.6668331668331668,200,-200,,,,,,,,,,,UNDER LEAN,0.3336663336663337,0.5333333333333333,0.8,0.0,3.466666666666667,0.1388888888888889,0.2055555555555555,0.0,0.2444444444444444,0.1055555555555555,0.2475101999999999,0.2547619047619048,0.0761904761904761,0.1720737409044045,0.335677522187007,0.2789841965814506,15.333333333333334,,1.0,4.0,1.0,,,,4.0,True,2.7841924111479526,UNDER,LOSS,
822845,2026-09-18 00:05:00+00:00,BOS,TEX,TEX,BOS,1,643376,Danny Jansen,batter,confirmed,8.0,,,,,,,,,,,,,,,,,Globe Life Field,96.4,32.0,6.9,0.0,0.5,0.5,1.0,batter_total_bases,Batter total bases,1.2157281159895,,1.5,0.3331668331668331,0.6668331668331668,200,-200,,,,,,,,,,,UNDER LEAN,0.3336663336663337,0.8,1.5333333333333334,0.2,3.466666666666667,0.2333333333333333,0.4333333333333333,0.0555555555555555,0.2055555555555555,0.0388888888888888,0.2861199555555555,0.2563492063492063,0.0428571428571428,0.2338391908681764,0.2927447970273039,0.2156324636179708,18.6,,2.0,2.0,0.0,,,,2.0,True,0.7842718840105001,UNDER,LOSS,
823978,2026-09-18 01:38:00+00:00,MIN,LAA,MIN,LAA,0,605170,Victor Caratini,batter,confirmed,7.0,,,,,,,,,,,,,,,,,Angel Stadium,71.7,64.0,6.6,0.0,0.0,0.0,1.0,batter_total_bases,Batter total bases,1.2529039312656045,,1.5,0.3401598401598401,0.6598401598401599,194,-194,,,,,,,,,,,UNDER LEAN,0.3196803196803197,0.4666666666666667,0.4666666666666667,0.0,3.6666666666666665,0.1277777777777777,0.1277777777777777,0.0,0.2111111111111111,0.1188888888888888,0.2748230922222222,0.35,0.0355555555555555,0.2253150680269179,0.2902226975227819,0.1790775800878102,16.133333333333333,,1.0,1.0,0.0,,,,1.0,True,0.2529039312656045,UNDER,WIN,
822845,2026-09-18 00:05:00+00:00,BOS,TEX,BOS,TEX,0,680776,Jarren Duran,batter,confirmed,7.0,,,,,,,,,,,,,,,,,Globe Life Field,96.4,32.0,6.9,0.0,0.5,0.5,1.0,batter_total_bases,Batter total bases,1.2546136463354538,,1.5,0.3406593406593406,0.6593406593406593,194,-194,,,,,,,,,,,UNDER LEAN,0.3186813186813186,0.6,1.0666666666666669,0.1333333333333333,3.733333333333333,0.1522222222222222,0.2588888888888889,0.03,0.2777777777777778,0.0466666666666666,0.2977000944444444,0.2866666666666667,0.0577777777777777,0.306547619047619,0.2255503541666667,0.0982142857142857,3.75,,0.0,0.0,0.0,,,,0.0,True,1.2546136463354538,UNDER,WIN,
824548,2026-09-17 23:40:00+00:00,DET,CWS,DET,CWS,0,656716,Zach McKinstry,batter,confirmed,6.0,,,,,,,,,,,,,,,,,Rate Field,68.8,98.0,8.4,0.0,0.0,0.0,1.0,batter_total_bases,Batter total bases,1.2604469503227986,,1.5,0.3426573426573426,0.6573426573426573,192,-192,,,,,,,,,,,UNDER LEAN,0.3146853146853147,0.2666666666666666,0.4,0.0,3.733333333333333,0.0777777777777777,0.1222222222222222,0.0,0.1855555555555555,0.0888888888888888,0.2500761222222222,0.0907936507936507,0.0,0.1729698881627616,0.3277061094213857,0.2127559520498389,14.285714285714286,,0.0,0.0,0.0,,,,0.0,True,1.2604469503227986,UNDER,WIN,
824548,2026-09-17 23:40:00+00:00,DET,CWS,CWS,DET,1,686668,Brenton Doyle,batter,confirmed,6.0,,,,,,,,,,,,,,,,,Rate Field,68.8,98.0,8.4,0.0,0.0,0.0,1.0,batter_total_bases,Batter total bases,1.272280741675656,,1.5,0.3441558441558441,0.6558441558441559,191,-191,,,,,,,,,,,UNDER LEAN,0.3116883116883117,0.9333333333333332,1.5333333333333334,0.1333333333333333,3.466666666666667,0.2699999999999999,0.4444444444444444,0.0388888888888888,0.2766666666666666,0.0,0.2466444444444444,0.1788359788359788,0.0407407407407407,0.158967776795363,0.3164092456068048,0.2450096276648001,17.066666666666666,,2.0,2.0,0.0,,,,2.0,True,0.7277192583243439,UNDER,LOSS,
822845,2026-09-18 00:05:00+00:00,BOS,TEX,BOS,TEX,0,668939,Adley Rutschman,batter,confirmed,5.0,,,,,,,,,,,,,,,,,Globe Life Field,96.4,32.0,6.9,0.0,0.5,0.5,1.0,batter_total_bases,Batter total bases,1.2736596880076951,,1.5,0.3446553446553446,0.6553446553446554,190,-190,,,,,,,,,,,UNDER LEAN,0.3106893106893107,0.7333333333333333,1.4666666666666666,0.2,4.066666666666666,0.1833333333333333,0.3666666666666666,0.05,0.1966666666666666,0.0333333333333333,0.2507276333333333,0.1908994708994709,0.025,0.306547619047619,0.2255503541666667,0.0982142857142857,3.75,,1.0,2.0,0.0,,,,2.0,True,0.7263403119923049,UNDER,LOSS,
823573,2026-09-17 23:15:00+00:00,PHI,NYM,NYM,PHI,1,682626,Francisco Alvarez,batter,confirmed,7.0,,,,,,,,,,,,,,,,,Citi Field,75.8,79.0,6.6,0.0,0.0,0.0,1.0,batter_total_bases,Batter total bases,1.2874092532541852,,1.5,0.3461538461538461,0.6538461538461539,189,-189,,,,,,,,,,,UNDER LEAN,0.3076923076923077,0.6666666666666666,1.1333333333333333,0.1333333333333333,4.0,0.1711111111111111,0.2877777777777777,0.0333333333333333,0.4188888888888888,0.0433333333333333,0.2748580477777777,0.3858730158730158,0.0495238095238095,0.2495852215417433,0.304548007186722,0.2204667055971404,16.866666666666667,,0.0,0.0,0.0,,,,0.0,True,1.2874092532541852,UNDER,WIN,
