game_pk,game_date,game_datetime,away_team,home_team,venue,away_probable_pitcher,home_probable_pitcher,away_probable_pitcher_id,home_probable_pitcher_id,status,home_win_probability,away_win_probability,expected_home_runs,expected_away_runs,expected_total_runs,home_fair_odds,away_fair_odds,model_confidence,forecast_issued_at,temperature_f,humidity_pct,wind_speed_mph,precipitation_in,roof_control_factor,weather_source,starter_data_complete,weather_data_complete,model_signal,best_ev_per_unit,is_final,actual_status,actual_away_runs,actual_home_runs,actual_home_win,pick_home,pick_correct,actual_total_runs,total_error,home_error,away_error,bet_side,bet_result,profit_units
822845,2026-09-17,2026-09-18 00:05:00+00:00,BOS,TEX,Globe Life Field,Sonny Gray,Tyler Alexander,543243,641302,Pre-Game,0.4982105482535808,0.5017894517464192,4.3398666725508,4.778980259763024,9.118846932313824,101,-101,0.0035789034928384,2026-09-17 22:44:46.337110+00:00,96.4,32.0,6.9,0.0,0.5,open-meteo-live,True,True,PASS,,True,Final,4,3,0,0,True,7,2.118846932313824,1.3398666725507997,0.7789802597630242,,NO BET,
823573,2026-09-17,2026-09-17 23:15:00+00:00,PHI,NYM,Citi Field,Aaron Nola,Nolan McLean,605400,690997,Pre-Game,0.4803622893710499,0.51963771062895,4.298245917264001,4.716307509120934,9.014553426384936,108,-108,0.0392754212579,2026-09-17 22:44:46.337110+00:00,75.8,79.0,6.6,0.0,0.0,open-meteo-live,True,True,PASS,,True,Final,3,0,0,0,True,3,6.014553426384936,4.298245917264001,1.7163075091209343,,NO BET,
823978,2026-09-17,2026-09-18 01:38:00+00:00,MIN,LAA,Angel Stadium,Taj Bradley,Walbert Ureña,671737,700712,Pre-Game,0.488546863677752,0.511453136322248,4.346822526695417,4.161376701351449,8.508199228046866,105,-105,0.0229062726444959,2026-09-17 22:44:46.337110+00:00,71.7,64.0,6.6,0.0,0.0,open-meteo-live,True,True,PASS,,True,Final,4,5,1,0,False,9,0.4918007719531339,0.6531774733045834,0.16137670135144866,,NO BET,
824141,2026-09-17,2026-09-17 23:15:00+00:00,KC,HOU,Daikin Park,Seth Lugo,Miguel Ullola,607625,699044,Pre-Game,0.5578417050720417,0.4421582949279583,4.696226452772635,4.4974275614750026,9.193654014247638,-126,126,0.1156834101440833,2026-09-17 22:44:46.337110+00:00,80.6,94.0,4.0,2.0,0.5,open-meteo-live,True,True,PASS,,True,Final,2,6,1,1,True,8,1.1936540142476382,1.3037735472273653,2.4974275614750026,,NO BET,
824548,2026-09-17,2026-09-17 23:40:00+00:00,DET,CWS,Rate Field,Framber Valdez,Erick Fedde,664285,607200,Pre-Game,0.5492091273995977,0.4507908726004023,4.263349720730089,4.3110755622482415,8.57442528297833,-122,122,0.0984182547991954,2026-09-17 22:44:46.337110+00:00,68.8,98.0,8.4,0.0,0.0,open-meteo-live,True,True,PASS,,True,Final,1,3,1,1,True,4,4.57442528297833,1.2633497207300888,3.3110755622482415,,NO BET,
