game_pk,game_datetime,away_team,home_team,team,opponent,is_home,player_id,player_name,lineup_status,batting_order,expected_pa,opposing_starter_id,batter_hr_pa_long,batter_barrel_pa_long,batter_barrel_bbe_long,batter_hard_air_pa_long,batter_sweet_pa_long,batter_k_rate_long,batter_bb_rate_long,batter_xwoba_long,batter_ev90_long,batter_hr_pa_recent,batter_barrel_pa_recent,batter_barrel_bbe_recent,batter_hard_air_pa_recent,batter_sweet_pa_recent,batter_k_rate_recent,batter_bb_rate_recent,batter_xwoba_recent,batter_ev90_recent,batter_hand,bvp_pa,bvp_hr,bvp_barrels,bvp_hr_shrunk,bvp_barrel_shrunk,bvp_reliability,same_hand,venue,temperature_f,humidity_pct,wind_speed_mph,precipitation_in,roof_control_factor,park_hr_factor,pitcher_hr_bf,pitcher_barrel_bf,pitcher_hard_air_bf,pitcher_fly_rate,pitcher_k_rate,pitcher_bb_rate,pitcher_xwoba,pitcher_ev90,pitcher_outs,opposing_pitcher_hand,home_run_probability,fair_odds,point,over_odds,under_odds,over_no_vig_probability,under_no_vig_probability,over_book,under_book,line,market_edge,ev_per_unit,signal
824979,2026-07-19 02:05:00+00:00,WSH,ATH,WSH,ATH,0,695578,James Wood,confirmed,1.0,4.75,669372,0.06405693950177936,0.11387900355871886,0.10289389067524116,0.2526690391459075,0.23487544483985764,0.2669039145907473,0.16370106761565836,0.4419718608333334,100.54599999999999,0.10810810810810811,0.10810810810810811,0.09411764705882353,0.24324324324324326,0.24324324324324326,0.21621621621621623,0.25675675675675674,0.5310976977777778,102.08066666666667,L,0.0,0.0,0.0,0.03,0.06,0.0,0,Sutter Health Park,87.2,24.0,9.4,0.0,0.0,1.45,0.025787965616045846,0.04297994269340974,0.15759312320916904,0.425,0.2177650429799427,0.10888252148997135,0.3215942027885721,99.59999999999997,16.133333333333333,R,0.24123672681642963,315,,,,,,,,0.5,,,HR WATCH
824412,2026-07-18 23:10:00+00:00,PIT,CLE,PIT,CLE,0,699013,Esmerlyn Valdez,confirmed,4.0,4.45,671106,0.09090909090909091,0.16161616161616163,0.14545454545454545,0.24242424242424243,0.2828282828282828,0.35353535353535354,0.10101010101010101,0.35475189027777776,98.83875,0.10144927536231885,0.17391304347826086,0.14814814814814814,0.21739130434782608,0.2898550724637681,0.30434782608695654,0.11594202898550725,0.40786983666666665,98.91933333333331,R,0.0,0.0,0.0,0.03,0.06,0.0,0,Progressive Field,79.0,77.0,8.6,0.0,0.0,0.7371285892634207,,,,,,,,,,,0.2240984819019947,346,,,,,,,,0.5,,,HR WATCH
824979,2026-07-19 02:05:00+00:00,WSH,ATH,ATH,WSH,1,669127,Shea Langeliers,confirmed,3.0,4.55,641793,0.05204460966542751,0.11152416356877323,0.09404388714733543,0.20446096654275092,0.23048327137546468,0.21189591078066913,0.07434944237918216,0.3430753787301588,98.0625,0.04918032786885246,0.08196721311475409,0.07352941176470588,0.16393442622950818,0.22950819672131148,0.4262295081967213,0.06557377049180328,0.29394738333333337,92.85933333333332,R,0.0,0.0,0.0,0.03,0.06,0.0,1,Sutter Health Park,87.2,24.0,9.4,0.0,0.0,1.45,0.07142857142857142,0.10714285714285714,0.25396825396825395,0.6081081081081081,0.1388888888888889,0.07539682539682539,0.4242962811209265,102.25583333333333,13.916666666666666,R,0.2190460845339021,357,,,,,,,,0.5,,,HR WATCH
824979,2026-07-19 02:05:00+00:00,WSH,ATH,ATH,WSH,1,691016,Tyler Soderstrom,confirmed,2.0,4.65,641793,0.05179282868525897,0.07569721115537849,0.06129032258064516,0.17131474103585656,0.2151394422310757,0.16334661354581673,0.13545816733067728,0.3524789122222222,97.92800000000001,0.05172413793103448,0.05172413793103448,0.046875,0.15517241379310345,0.1896551724137931,0.1724137931034483,0.1724137931034483,0.3801749611111111,97.18199999999999,L,0.0,0.0,0.0,0.03,0.06,0.0,0,Sutter Health Park,87.2,24.0,9.4,0.0,0.0,1.45,0.07142857142857142,0.10714285714285714,0.25396825396825395,0.6081081081081081,0.1388888888888889,0.07539682539682539,0.4242962811209265,102.25583333333333,13.916666666666666,R,0.19968227521495205,401,,,,,,,,0.5,,,HR WATCH
824979,2026-07-19 02:05:00+00:00,WSH,ATH,WSH,ATH,0,671277,Luis García Jr.,confirmed,2.0,4.65,669372,0.07627118644067797,0.09322033898305085,0.06303724928366762,0.2033898305084746,0.22033898305084745,0.15677966101694915,0.05084745762711865,0.35286450999999996,98.49049999999998,0.13846153846153847,0.15384615384615385,0.1,0.27692307692307694,0.2153846153846154,0.13846153846153847,0.09230769230769231,0.46142811222222224,98.54733333333334,L,0.0,0.0,0.0,0.03,0.06,0.0,0,Sutter Health Park,87.2,24.0,9.4,0.0,0.0,1.45,0.025787965616045846,0.04297994269340974,0.15759312320916904,0.425,0.2177650429799427,0.10888252148997135,0.3215942027885721,99.59999999999997,16.133333333333333,R,0.16795440280649931,495,,,,,,,,0.5,,,HR WATCH
824008,2026-07-19 02:07:00+00:00,DET,LAA,LAA,DET,1,687263,Zach Neto,confirmed,1.0,4.75,669373,0.052434456928838954,0.08239700374531835,0.06769230769230769,0.23220973782771537,0.22846441947565543,0.30711610486891383,0.08614232209737828,0.3140660883333333,96.74649999999998,0.03125,0.078125,0.05813953488372093,0.265625,0.1875,0.265625,0.078125,0.29310776,97.41333333333334,R,0.0,0.0,0.0,0.03,0.06,0.0,0,Angel Stadium,76.2,67.0,7.7,0.0,0.0,0.6672284644194756,0.03355704697986577,0.04697986577181208,0.1610738255033557,0.5115681233933161,0.2986577181208054,0.03691275167785235,0.2725821274599147,99.51923076923079,17.384615384615383,L,0.1625834963678566,515,,,,,,,,0.5,,,HR WATCH
824979,2026-07-19 02:05:00+00:00,WSH,ATH,WSH,ATH,0,682928,CJ Abrams,confirmed,4.0,4.45,669372,0.04597701149425287,0.06130268199233716,0.045845272206303724,0.26053639846743293,0.26436781609195403,0.22988505747126436,0.06513409961685823,0.3107351705952381,97.57016666666667,0.04477611940298507,0.05970149253731343,0.04597701149425287,0.23880597014925373,0.29850746268656714,0.26865671641791045,0.05970149253731343,0.30339184,96.246,L,0.0,0.0,0.0,0.03,0.06,0.0,0,Sutter Health Park,87.2,24.0,9.4,0.0,0.0,1.45,0.025787965616045846,0.04297994269340974,0.15759312320916904,0.425,0.2177650429799427,0.10888252148997135,0.3215942027885721,99.59999999999997,16.133333333333333,R,0.15975461418383557,526,,,,,,,,0.5,,,PASS
824979,2026-07-19 02:05:00+00:00,WSH,ATH,WSH,ATH,0,677588,José Tena,confirmed,3.0,4.55,669372,0.018867924528301886,0.050314465408805034,0.04371584699453552,0.16352201257861634,0.18238993710691823,0.2830188679245283,0.08176100628930817,0.29029869696969696,96.85522727272728,0.018867924528301886,0.03773584905660377,0.03225806451612903,0.1509433962264151,0.1320754716981132,0.24528301886792453,0.09433962264150944,0.3357898444444443,97.26266666666669,L,0.0,0.0,0.0,0.03,0.06,0.0,0,Sutter Health Park,87.2,24.0,9.4,0.0,0.0,1.45,0.025787965616045846,0.04297994269340974,0.15759312320916904,0.425,0.2177650429799427,0.10888252148997135,0.3215942027885721,99.59999999999997,16.133333333333333,R,0.15731249476911416,536,,,,,,,,0.5,,,PASS
824412,2026-07-18 23:10:00+00:00,PIT,CLE,CLE,PIT,1,656555,Rhys Hoskins,confirmed,4.0,4.45,682254,0.03765690376569038,0.06276150627615062,0.05357142857142857,0.23430962343096234,0.18410041841004185,0.301255230125523,0.14644351464435146,0.286404206779661,96.34813559322035,0.04838709677419355,0.04838709677419355,0.045454545454545456,0.1774193548387097,0.14516129032258066,0.3870967741935484,0.11290322580645161,0.2498368577777778,96.14599999999999,R,0.0,0.0,0.0,0.03,0.06,0.0,0,Progressive Field,79.0,77.0,8.6,0.0,0.0,0.7371285892634207,0.0,0.058823529411764705,0.23529411764705882,0.5555555555555556,0.4117647058823529,0.11764705882352941,0.22392475,99.24000000000001,3.0,L,0.15659293694972,539,,,,,,,,0.5,,,PASS
824979,2026-07-19 02:05:00+00:00,WSH,ATH,ATH,WSH,1,622268,Donovan Walton,confirmed,6.0,4.15,641793,0.030927835051546393,0.041237113402061855,0.028169014084507043,0.23711340206185566,0.29896907216494845,0.1958762886597938,0.061855670103092786,0.30242653,95.49680000000001,0.05454545454545454,0.01818181818181818,0.012345679012345678,0.2,0.3090909090909091,0.18181818181818182,0.07272727272727272,0.30950153888888887,95.48933333333335,L,0.0,0.0,0.0,0.03,0.06,0.0,0,Sutter Health Park,87.2,24.0,9.4,0.0,0.0,1.45,0.07142857142857142,0.10714285714285714,0.25396825396825395,0.6081081081081081,0.1388888888888889,0.07539682539682539,0.4242962811209265,102.25583333333333,13.916666666666666,R,0.15658279102940567,539,,,,,,,,0.5,,,PASS
