game_pk,player_id,actual_batter_hits,actual_batter_total_bases,actual_batter_home_runs,actual_pitcher_strikeouts,actual_pitcher_outs,actual_pitcher_hits_allowed
823116,592662,,,,,,
823116,605288,,,,,,
823116,621074,,,,,,
823116,622491,,,,,,
823116,641487,0.0,0.0,0.0,,,
823116,641598,0.0,0.0,0.0,,,
823116,641816,,,,,,
823116,642100,,,,1.0,3.0,0.0
823116,642215,,,,,,
823116,642715,1.0,4.0,1.0,,,
823116,645302,0.0,0.0,0.0,,,
823116,646240,1.0,4.0,1.0,,,
823116,647304,0.0,0.0,0.0,,,
823116,650333,1.0,1.0,0.0,,,
823116,656529,,,,1.0,3.0,1.0
823116,657277,,,,5.0,20.0,2.0
823116,660825,,,,1.0,3.0,1.0
823116,662253,,,,2.0,3.0,0.0
823116,663728,0.0,0.0,0.0,,,
823116,664141,,,,,,
823116,668227,0.0,0.0,0.0,,,
823116,668873,,,,,,
823116,669062,,,,2.0,3.0,0.0
823116,669302,,,,,,
823116,669477,0.0,0.0,0.0,,,
823116,669923,,,,,,
823116,670042,0.0,0.0,0.0,,,
823116,671083,,,,,,
823116,671218,1.0,1.0,0.0,,,
823116,671345,,,,,,
823116,676106,,,,,,
823116,676775,,,,0.0,1.0,0.0
823116,677594,0.0,0.0,0.0,,,
823116,677961,,,,,,
823116,678606,,,,1.0,3.0,0.0
823116,681916,,,,0.0,2.0,0.0
823116,682243,,,,,,
823116,683679,,,,,,
823116,683766,0.0,0.0,0.0,,,
823116,686527,1.0,1.0,0.0,,,
823116,686790,,,,,,
823116,687529,0.0,0.0,0.0,,,
823116,687551,1.0,1.0,0.0,,,
823116,689546,,,,,,
823116,691740,0.0,0.0,0.0,,,
823116,693433,,,,7.0,18.0,6.0
823116,694738,,,,,,
823116,701852,0.0,0.0,0.0,,,
823116,702284,2.0,5.0,1.0,,,
823116,805811,2.0,2.0,0.0,,,
823116,806068,0.0,0.0,0.0,,,
823116,808982,0.0,0.0,0.0,,,
824008,445276,,,,,,
824008,489446,,,,,,
824008,545361,1.0,1.0,0.0,,,
824008,608718,,,,2.0,9.0,2.0
824008,621097,,,,1.0,2.0,1.0
824008,623168,,,,,,
824008,623454,,,,,,
824008,624585,1.0,1.0,0.0,,,
824008,640448,,,,0.0,1.0,0.0
824008,642350,0.0,0.0,0.0,,,
824008,656427,,,,,,
824008,656716,1.0,2.0,0.0,,,
824008,663554,,,,,,
824008,663837,0.0,0.0,0.0,,,
824008,663947,,,,,,
824008,664285,,,,,,
824008,666139,,,,,,
824008,666171,,,,,,
824008,666176,0.0,0.0,0.0,,,
824008,667755,,,,,,
824008,668670,,,,,,
824008,669373,,,,9.0,21.0,5.0
824008,669724,,,,0.0,3.0,1.0
824008,672282,,,,,,
824008,672456,,,,,,
824008,672724,,,,,,
824008,675512,,,,,,
824008,679529,2.0,8.0,2.0,,,
824008,680570,,,,3.0,12.0,7.0
824008,680664,,,,,,
824008,681217,,,,,,
824008,681351,2.0,2.0,0.0,,,
824008,681481,0.0,0.0,0.0,,,
824008,681546,1.0,1.0,0.0,,,
824008,682985,0.0,0.0,0.0,,,
824008,685133,0.0,0.0,0.0,,,
824008,687093,1.0,1.0,0.0,,,
824008,687263,0.0,0.0,0.0,,,
824008,690993,4.0,4.0,0.0,,,
824008,693307,1.0,2.0,0.0,,,
824008,694203,1.0,1.0,0.0,,,
824008,694384,1.0,1.0,0.0,,,
824008,696147,,,,,,
824008,696270,,,,,,
824008,696519,,,,,,
824008,700712,,,,,,
824008,701162,0.0,0.0,0.0,,,
824008,701678,,,,,,
824008,805427,,,,,,
824008,805808,2.0,3.0,0.0,,,
824008,815083,,,,,,
824008,820862,,,,2.0,6.0,2.0
824412,542303,1.0,1.0,0.0,,,
824412,542888,,,,3.0,3.0,0.0
824412,595978,0.0,0.0,0.0,,,
824412,642397,,,,2.0,2.0,1.0
824412,642701,,,,0.0,1.0,3.0
824412,656555,0.0,0.0,0.0,,,
824412,656605,,,,,,
824412,656811,0.0,0.0,0.0,,,
824412,663968,1.0,1.0,0.0,,,
824412,664040,0.0,0.0,0.0,,,
824412,668804,1.0,2.0,0.0,,,
824412,668909,,,,,,
824412,669387,,,,,,
824412,669707,1.0,1.0,0.0,,,
824412,670036,,,,,,
824412,670059,,,,1.0,3.0,0.0
824412,670990,,,,1.0,2.0,2.0
824412,671106,,,,3.0,10.0,6.0
824412,671922,,,,2.0,3.0,0.0
824412,672275,1.0,1.0,0.0,,,
824412,672356,0.0,0.0,0.0,,,
824412,676282,,,,,,
824412,676440,,,,,,
824412,676755,,,,,,
824412,677587,1.0,1.0,0.0,,,
824412,677944,,,,,,
824412,677952,,,,,,
824412,680757,3.0,4.0,0.0,,,
824412,680779,,,,,,
824412,680916,,,,0.0,3.0,0.0
824412,681807,0.0,0.0,0.0,,,
824412,681870,,,,0.0,2.0,0.0
824412,682177,1.0,1.0,0.0,,,
